state,city,signal_type,signal_text,label
Maharashtra,Nashik,Education,A university expansion will include new student residences and academic buildings in Nashik.,1
Maharashtra,Nashik,Transport,A transport operator has announced new routes from Nashik. following a corporate announcement.,0
Goa,Vasco da Gama,Education,A new university development will accommodate several thousand students in Vasco da Gama. as part of a planned expansion.,1
Maharashtra,Thane,Healthcare,A medical institution has announced construction of a new healthcare complex in Thane.,1
Goa,Baga,Employment,A corporate employer has announced new vacancies in Baga. according to local reports.,0
Maharashtra,Lonavala,Events,A business conference will be held in Lonavala.,0
Goa,Calangute,Finance,A banking company has announced expansion of its branch network in Calangute. following a recent launch.,0
Karnataka,Tumakuru,Tourism,A tourism developer has announced a large visitor accommodation project near Tumakuru. following the acquisition of land.,1
Karnataka,Mysuru,Entertainment,A theatre company has announced a performance in Mysuru.,0
Maharashtra,Kolhapur,Entertainment,A music festival will take place in Kolhapur. following a corporate announcement.,0
Karnataka,Hassan,Finance,An insurance company has opened a new office in Hassan.,0
Maharashtra,Chhatrapati Sambhajinagar,Finance,A financial institution has increased its workforce in Chhatrapati Sambhajinagar. following a corporate announcement.,0
Maharashtra,Alibaug,Retail,A fashion retailer has opened a new store in Alibaug. following a recent launch.,0
Maharashtra,Nashik,Residential,A large residential complex with common amenities is under development near Nashik.,1
Goa,Morjim,Senior Living,A new senior living community with residential facilities is planned near Morjim. following the acquisition of land.,1
Maharashtra,Alibaug,Commercial,A developer has announced a multi-building commercial project in Alibaug. following regulatory approval.,1
Karnataka,Mangaluru,Residential,A developer has acquired land for a large residential township in Mangaluru. after receiving development permission.,1
Maharashtra,Thane,Small Business,A restaurant has launched a new location in Thane. as part of its regional growth strategy.,0
Goa,Mapusa,Finance,A banking company has announced expansion of its branch network in Mapusa.,0
Maharashtra,Chhatrapati Sambhajinagar,Retail,A lifestyle brand has opened its latest outlet in Chhatrapati Sambhajinagar. as part of its market expansion.,0
Karnataka,Coorg,Hospitality,A beach resort project with 200 guest rooms is proposed in Coorg. following regulatory approval.,1
Karnataka,Mangaluru,Residential,A new housing project targeting more than 7000 residents has received preliminary approval in Mangaluru.,1
Karnataka,Bengaluru,Education,An educational trust has acquired land for a large institutional campus near Bengaluru. after receiving development permission.,1
Karnataka,Hubballi,Hospitality,A hotel expansion will add more than 150 rooms and new guest facilities in Hubballi. following regulatory approval.,1
Karnataka,Coorg,Residential,A developer has acquired land for a large residential township in Coorg. following regulatory approval.,1
Maharashtra,Alibaug,Commercial,A mixed-use property development with offices and retail facilities is planned in Alibaug. as part of a major private investment.,1
Goa,Margao,Transport,A transport operator has announced new routes from Margao.,0
Karnataka,Manipal,Residential,Planning authorities have approved a 1200-unit housing project near Manipal. as part of a planned expansion.,1
Maharashtra,Navi Mumbai,Hospitality,"A new hospitality complex with restaurants, accommodation and recreational facilities is planned near Navi Mumbai. as part of regional infrastructure development.",1
Karnataka,Belagavi,Small Business,A local bakery has opened a new outlet in Belagavi. as part of its market expansion.,0
Maharashtra,Mumbai,Small Business,A convenience store has opened a new location in Mumbai. according to the company.,0
Maharashtra,Nashik,Retail,A lifestyle brand has opened its latest outlet in Nashik. according to the company.,0
Maharashtra,Thane,Technology,A technology firm has expanded its office operations in Thane.,0
Goa,Morjim,Commercial,A new corporate campus with multiple buildings is planned near Morjim.,1
Karnataka,Tumakuru,Corporate,A professional services firm has opened a new office in Tumakuru. as part of its operational expansion.,0
Karnataka,Tumakuru,Institutional,A new administrative and residential campus is proposed near Tumakuru.,1
Maharashtra,Chhatrapati Sambhajinagar,Logistics,A large warehousing and distribution centre is proposed near Chhatrapati Sambhajinagar. following a new project announcement.,1
Maharashtra,Chhatrapati Sambhajinagar,Logistics,A new supply-chain facility with employee amenities is planned near Chhatrapati Sambhajinagar. after receiving preliminary clearance.,1
Karnataka,Mysuru,Institutional,An institutional development with multiple buildings has been approved near Mysuru. after receiving development permission.,1
Karnataka,Belagavi,Hospitality,A hotel expansion will add more than 750 rooms and new guest facilities in Belagavi.,1
Maharashtra,Pune,Entertainment,An entertainment company has launched a new venue in Pune. according to the company.,0
Maharashtra,Alibaug,Education,A large educational institution is developing a campus with hostels and dining facilities near Alibaug. as part of a major private investment.,1
Karnataka,Bengaluru,Tourism,A major tourism investment has been announced near Bengaluru. as part of regional infrastructure development.,1
Goa,Morjim,Commercial,A new business park with multiple commercial buildings is being developed in Morjim. as part of a planned expansion.,1
Goa,Baga,Industrial,A large manufacturing campus with employee facilities is proposed near Baga. as part of a major private investment.,1
Goa,Mapusa,Commercial,A major commercial township has received development approval in Mapusa. as part of a planned expansion.,1
Maharashtra,Lonavala,Events,A business networking event will take place in Lonavala.,0
Goa,Margao,Transport,A transportation company has increased its fleet operations in Margao. as part of its operational expansion.,0
Goa,Vasco da Gama,Events,A business networking event will take place in Vasco da Gama. following a corporate announcement.,0
Karnataka,Coorg,Logistics,A major e-commerce logistics hub is being developed near Coorg. following the acquisition of land.,1
Karnataka,Tumakuru,Commercial,A mixed-use property development with offices and retail facilities is planned in Tumakuru. following a new project announcement.,1
Maharashtra,Pune,Healthcare,Planning authorities have approved a new medical campus in Pune. following the acquisition of land.,1
Maharashtra,Lonavala,Small Business,A small fitness studio has opened in Lonavala. following a corporate announcement.,0
Maharashtra,Kolhapur,Commercial,A new business park with multiple commercial buildings is being developed in Kolhapur. following an investment proposal.,1
Karnataka,Hubballi,Technology,A software company has opened a new technology office in Hubballi.,0
Karnataka,Udupi,Employment,A business process outsourcing company is hiring in Udupi. according to the company.,0
Goa,Ponda,Residential,A developer has acquired land for a large residential township in Ponda. following the acquisition of land.,1
Goa,Vasco da Gama,Transport,A ride-sharing company has expanded services in Vasco da Gama. according to the company.,0
Maharashtra,Kolhapur,Institutional,A government-supported campus project has received approval in Kolhapur.,1
Goa,Morjim,Corporate,A legal services company has opened a new office in Morjim. according to the company announcement.,0
